"entity_id"	"core_entity_id"	"core_consensus_annotation"
"EW024_RS06310"	"g006257"	"cell division protein SepF"
"EW024_RS06315"	"g002685"	"YggS family pyridoxal phosphate-dependent enzyme"
"EW024_RS06320"	"g001950"	"cell division protein FtsZ"
"EW024_RS06325"	"g010850"	"cell division protein FtsA"
"EW024_RS06330"	"g009747"	"cell division protein FtsQ/DivIB"
"EW024_RS06335"	"g009969"	"UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase"
"EW024_RS06340"	"g010866"	"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"
"EW024_RS06345"	"g008488"	"DUF3165 family protein"
"EW024_RS06350"	"g000965"	"ribosome-dependent GTPase TypA"
"EW024_RS06355"	"g007571"	"rhodanese-like domain-containing protein"
"EW024_RS06360"	"g011637"	"ROK family glucokinase"
"EW024_RS06365"	"g008874"	"YqgQ family protein"
"EW024_RS06370"	"g006862"	"DNA starvation/stationary phase protection protein"
"EW024_RS06380"	"g004428"	"23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN"
"EW024_RS06385"	"g002750"	"YutD family protein"
"EW024_RS06390"	"g011619"	"LacI family transcriptional regulator"
"EW024_RS06395"	"g011338"	"PDZ domain-containing protein"
"EW024_RS06400"	"g007017"	"pantetheine-phosphate adenylyltransferase"
"EW024_RS06405"	"g006800"	"16S rRNA (guanine(966)-N(2))-methyltransferase RsmD"
"EW024_RS06410"	"g002326"	"aspartate--ammonia ligase"
"EW024_RS06415"	"g011731"	"carbamate kinase"
"EW024_RS06420"	"g010951"	"Sapep family Mn(2+)-dependent dipeptidase"
"EW024_RS06425"	"g010577"	"YfcC family protein"
"EW024_RS06430"	"g000507"	"ornithine carbamoyltransferase"
"EW024_RS06435"	"g003309"	"GNAT family N-acetyltransferase"
"EW024_RS06440"	"g004218"	"arginine deiminase"
"EW024_RS06445"	"g006147"	"Crp/Fnr family transcriptional regulator"
"EW024_RS06450"	"g007114"	"arginine regulator"
"EW024_RS06455"	"g012955"	"B3/4 domain-containing protein"
"EW024_RS06460"	"g004452"	"MmcQ/YjbR family DNA-binding protein"
"EW024_RS06465"	"g004638"	"sensor histidine kinase"
"EW024_RS06470"	"g005985"	"response regulator"
"EW024_RS06475"	"g000705"	"peptide-methionine (R)-S-oxide reductase MsrB"
"EW024_RS06480"	"g006406"	"TlpA family protein disulfide reductase"
"EW024_RS06485"	"g012977"	"thiol-disulfide oxidoreductase-associated membrane protein CcdA2"
"EW024_RS06490"	"g003680"	"CRISPR-associated endonuclease Cas2"
"EW024_RS06495"	"g011385"	"type I-C CRISPR-associated endonuclease Cas1"
"EW024_RS06500"	"g006177"	"CRISPR-associated protein Cas4"
"EW024_RS06505"	"g012277"	"type I-C CRISPR-associated protein Cas7/Csd2"
"EW024_RS06510"	"g010175"	"type I-C CRISPR-associated protein Cas8c/Csd1"
"EW024_RS06515"	"g012897"	"type I-C CRISPR-associated protein Cas5"
"EW024_RS06525"	"g005098"	"valine--tRNA ligase"
"EW024_RS06530"	"g002936"	"AAA family ATPase"
"EW024_RS06535"	"g014577"	"None"
"EW024_RS06540"	"g008610"	"hypothetical protein"
"EW024_RS06545"	"g007523"	"hypothetical protein"
"EW024_RS06550"	"g008469"	"DUF1912 family protein"
"EW024_RS06560"	"g004436"	"3-deoxy-7-phosphoheptulonate synthase"
"EW024_RS06565"	"g009999"	"3-dehydroquinate synthase"
"EW024_RS06570"	"g008120"	"cupin domain-containing protein"
"EW024_RS06575"	"g007895"	"cupin domain-containing protein"
"EW024_RS06580"	"g005928"	"class I SAM-dependent methyltransferase"
"EW024_RS06585"	"g002444"	"shikimate dehydrogenase"
"EW024_RS06590"	"g005061"	"glycoside hydrolase family 2 protein"
"EW024_RS06595"	"g004814"	"response regulator transcription factor"
"EW024_RS06600"	"g010287"	"sensor histidine kinase"
"EW024_RS06605"	"g006477"	"YesL family protein"
"EW024_RS06610"	"g010669"	"extracellular solute-binding protein"
"EW024_RS06615"	"g011870"	"carbohydrate ABC transporter permease"
"EW024_RS06620"	"g011732"	"sugar ABC transporter permease"
"EW024_RS06625"	"g005504"	"ROK family protein"
"EW024_RS06630"	"g002148"	"glycoside hydrolase family 1 protein"
"EW024_RS06635"	"g004656"	"hyaluronidase"
"EW024_RS06640"	"g001066_2"	"GntR family transcriptional regulator"
"EW024_RS06645"	"g010981"	"glycoside hydrolase family 125 protein"
"EW024_RS06650"	"g002244"	"alpha-mannosidase"
"EW024_RS06655"	"g010878"	"sensor histidine kinase"
"EW024_RS06660"	"g010879"	"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"EW024_RS06665"	"g012652"	"recombination regulator RecX"
"EW024_RS06670"	"g002985"	"DUF402 domain-containing protein"
"EW024_RS06745"	"g008685"	"hypothetical protein"
"EW024_RS06750"	"g006757"	"ribosome-associated translation inhibitor RaiA"
"EW024_RS06755"	"g006224"	"ComF family protein"
"EW024_RS06760"	"g010966"	"DEAD/DEAH box helicase"
"EW024_RS06765"	"g006358"	"YigZ family protein"
"EW024_RS06770"	"g001096"	"cysteine synthase A"
"EW024_RS06775"	"g003443"	"S1 RNA-binding domain-containing protein"
"EW024_RS06780"	"g000616_1"	"peptidyl-prolyl cis-trans isomerase"
"EW024_RS06785"	"g000039"	"response regulator transcription factor"
"EW024_RS06790"	"g011478"	"sensor histidine kinase"
"EW024_RS06795"	"g012825"	"cell wall-active antibiotics response protein"
"EW024_RS06800"	"g010173"	"Stk1 family PASTA domain-containing Ser/Thr kinase"
"EW024_RS06805"	"g012845"	"Stp1/IreP family PP2C-type Ser/Thr phosphatase"
"EW024_RS06810"	"g005006"	"16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB"
"EW024_RS06815"	"g005461"	"methionyl-tRNA formyltransferase"
"EW024_RS06820"	"g005148"	"primosomal protein N'"
"EW024_RS06825"	"g008034"	"DNA-directed RNA polymerase subunit omega"
"EW024_RS06830"	"g002770"	"guanylate kinase"
"EW024_RS06835"	"g004728"	"ribonuclease Y"
"EW024_RS06840"	"g000007"	"LysR family transcriptional regulator"
"EW024_RS06845"	"g000057"	"acetyl-CoA C-acetyltransferase"
"EW024_RS06850"	"g001255"	"CoA transferase subunit A"
"EW024_RS06855"	"g000162"	"CoA transferase subunit B"
"EW024_RS06860"	"g012636"	"3-hydroxybutyrate dehydrogenase"
"EW024_RS06865"	"g010952"	"GntP family permease"
"EW024_RS06870"	"g007060"	"S-ribosylhomocysteine lyase"
"EW024_RS06875"	"g010629"	"hypothetical protein"
"EW024_RS06880"	"g009760"	"class I SAM-dependent RNA methyltransferase"
"EW024_RS06890"	"g007971"	"cell division regulator GpsB"
"EW024_RS06895"	"g006917"	"DUF1273 domain-containing protein"
"EW024_RS06900"	"g006466"	"Holliday junction resolvase RecU"
"EW024_RS06905"	"g010061"	"penicillin-binding protein"
"EW024_RS06910"	"g010923"	"aminopeptidase C"
"EW024_RS06915"	"g001141"	"ammonia-dependent NAD(+) synthetase"
"EW024_RS06920"	"g004824"	"nicotinate phosphoribosyltransferase"
"EW024_RS06925"	"g010807"	"amino acid permease"
"EW024_RS06930"	"g005462"	"thioredoxin-disulfide reductase"
"EW024_RS06935"	"g008686"	"DUF4059 family protein"
"EW024_RS06940"	"g000004"	"amino acid ABC transporter ATP-binding protein"
"EW024_RS06945"	"g012506"	"amino acid ABC transporter permease"
"EW024_RS06950"	"g010905"	"DEAD/DEAH box helicase"
"EW024_RS06955"	"g011446"	"phospho-N-acetylmuramoyl-pentapeptide- transferase"
"EW024_RS06960"	"g010034"	"penicillin-binding protein"
"EW024_RS06965"	"g007993"	"cell division protein FtsL"
"EW024_RS06970"	"g005270"	"16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH"
"EW024_RS06975"	"g014578"	"None"
"EW024_RS06985"	"g009426"	"glutamate-5-semialdehyde dehydrogenase"
"EW024_RS06990"	"g012411"	"glutamate 5-kinase"
"EW024_RS06995"	"g004706"	"ABC transporter permease"
"EW024_RS07000"	"g012874"	"ABC transporter ATP-binding protein"
"EW024_RS07005"	"g003766"	"bacteriocin immunity protein"
"EW024_RS07010"	"g000088"	"transketolase"
"EW024_RS07015"	"g006301"	"fructose-6-phosphate aldolase"
"EW024_RS07020"	"g004798"	"helix-turn-helix domain-containing protein"
"EW024_RS07025"	"g010900"	"NAD(P)/FAD-dependent oxidoreductase"
"EW024_RS07030"	"g002492"	"aquaporin family protein"
"EW024_RS07035"	"g010205"	"type 1 glycerol-3-phosphate oxidase"
"EW024_RS07040"	"g000997"	"glycerol kinase GlpK"
"EW024_RS07045"	"g007234"	"PepSY domain-containing protein"
"EW024_RS07050"	"g003798"	"DUF896 family protein"
"EW024_RS07055"	"g004530"	"glycine--tRNA ligase subunit beta"
"EW024_RS07060"	"g005526"	"glycine--tRNA ligase subunit alpha"
"EW024_RS07065"	"g008851"	"hypothetical protein"
"EW024_RS07070"	"g006733"	"isoprenylcysteine carboxyl methyltransferase family protein"
"EW024_RS07075"	"g012327"	"aldo/keto reductase"
"EW024_RS07080"	"g009779"	"N-acetylglucosamine-6-phosphate deacetylase"
"EW024_RS07085"	"g010401"	"Na/Pi cotransporter family protein"
"EW024_RS07090"	"g012930"	"hypothetical protein"
"EW024_RS07095"	"g012304"	"DegV family protein"
"EW024_RS07100"	"g006707"	"TetR/AcrR family transcriptional regulator"
"EW024_RS07105"	"g005773_1"	"Cof-type HAD-IIB family hydrolase"
"EW024_RS07110"	"g006478"	"trimeric intracellular cation channel family protein"
"EW024_RS07115"	"g002337"	"tagatose-bisphosphate aldolase"
"EW024_RS07125"	"g000657_1"	"galactose-6-phosphate isomerase subunit LacB"
"EW024_RS07130"	"g000713_2"	"galactose-6-phosphate isomerase subunit LacA"
"EW024_RS07145"	"g001662"	"PTS sugar transporter subunit IIB"
"EW024_RS07150"	"g007115"	"PTS sugar transporter subunit IIA"
"EW024_RS07155"	"g005890_1"	"DeoR/GlpR transcriptional regulator"
"EW024_RS07160"	"g001831"	"hypothetical protein"
"EW024_RS07165"	"g000838"	"heavy-metal-associated domain-containing protein"
"EW024_RS07170"	"g004493"	"copper-translocating P-type ATPase"
"EW024_RS07175"	"g000706"	"CopY/TcrY family copper transport repressor"
"EW024_RS07180"	"g005304"	"alpha/beta hydrolase"
"EW024_RS07185"	"g003507"	"30S ribosome-binding factor RbfA"
"EW024_RS07190"	"g000950"	"translation initiation factor IF-2"
"EW024_RS07195"	"g008146"	"YlxQ-related RNA-binding protein"
"EW024_RS07200"	"g008180"	"YlxR family protein"
"EW024_RS07205"	"g009752"	"transcription termination/antitermination protein NusA"
"EW024_RS07210"	"g014579"	"None"
"EW024_RS07220"	"g002751"	"tRNA (guanosine(46)-N7)-methyltransferase TrmB"
"EW024_RS07225"	"g012561"	"phosphotransferase family protein"
"EW024_RS07230"	"g011350"	"ABC transporter permease"
"EW024_RS07235"	"g005986"	"ABC transporter ATP-binding protein"
"EW024_RS07240"	"g001519"	"HIT family protein"
"EW024_RS07245"	"g007772"	"hypothetical protein"
"EW024_RS07250"	"g009325"	"LCP family protein"
"EW024_RS07255"	"g006873"	"GNAT family N-acetyltransferase"
"EW024_RS07260"	"g007174"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"EW024_RS07265"	"g010645"	"NCS2 family permease"
"EW024_RS07270"	"g012457"	"Cof-type HAD-IIB family hydrolase"
"EW024_RS07275"	"g011541"	"PTS mannose transporter subunit IIAB"
"EW024_RS07280"	"g000273"	"PTS mannose/fructose/sorbose transporter subunit IIC"
"EW024_RS07285"	"g011954"	"PTS mannose/fructose/sorbose transporter family subunit IID"
"EW024_RS07290"	"g007758"	"DUF956 family protein"
"EW024_RS07295"	"g000864"	"serine--tRNA ligase"
"EW024_RS07300"	"g001104"	"acetyl-CoA carboxylase carboxyl transferase subunit alpha"
"EW024_RS07305"	"g012188"	"acetyl-CoA carboxylase carboxyltransferase subunit beta"
"EW024_RS07310"	"g000255"	"acetyl-CoA carboxylase biotin carboxylase subunit"
"EW024_RS07315"	"g003280"	"3-hydroxyacyl-ACP dehydratase FabZ"
"EW024_RS07320"	"g006974"	"acetyl-CoA carboxylase biotin carboxyl carrier protein"
"EW024_RS07325"	"g009497"	"beta-ketoacyl-ACP synthase II"
"EW024_RS07330"	"g012875"	"3-oxoacyl-[acyl-carrier-protein] reductase"
"EW024_RS07335"	"g011800"	"ACP S-malonyltransferase"
"EW024_RS07340"	"g011638"	"enoyl-[acyl-carrier-protein] reductase FabK"
"EW024_RS07345"	"g008687"	"acyl carrier protein"
"EW024_RS07350"	"g011628"	"ketoacyl-ACP synthase III"
"EW024_RS07355"	"g007331"	"MarR family transcriptional regulator"
"EW024_RS07360"	"g012562"	"enoyl-CoA hydratase"
"EW024_RS07365"	"g004354"	"molecular chaperone DnaJ"
"EW024_RS07370"	"g000961"	"molecular chaperone DnaK"
"EW024_RS07375"	"g006621"	"nucleotide exchange factor GrpE"
"EW024_RS07380"	"g011351"	"heat-inducible transcriptional repressor HrcA"
"EW024_RS07385"	"g006643"	"glycoside hydrolase family 73 protein"
"EW024_RS07390"	"g005975"	"D-alanyl-D-alanine carboxypeptidase family protein"
"EW024_RS07395"	"g006064"	"histidine phosphatase family protein"
"EW024_RS07400"	"g003820_2"	"GlsB/YeaQ/YmgE family stress response membrane protein"
"EW024_RS07405"	"g003929"	"hypothetical protein"
"EW024_RS07410"	"g004848"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB"
"EW024_RS07415"	"g004828"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA"
"EW024_RS07420"	"g008147"	"Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC"
"EW024_RS07430"	"g004018"	"hypothetical protein"
"EW024_RS07435"	"g006734"	"cysteine hydrolase"
"EW024_RS07440"	"g012618"	"GTP-sensing pleiotropic transcriptional regulator CodY"
"EW024_RS07445"	"g001918"	"pyridoxal phosphate-dependent aminotransferase"
"EW024_RS07450"	"g001430_1"	"universal stress protein"
"EW024_RS07455"	"g010787"	"Cof-type HAD-IIB family hydrolase"
"EW024_RS07460"	"g005381"	"asparaginase"
"EW024_RS07465"	"g013008"	"ABC transporter permease"
"EW024_RS07470"	"g012004"	"ABC transporter ATP-binding protein"
"EW024_RS07475"	"g004523"	"ATP-dependent DNA helicase RecG"
"EW024_RS07480"	"g000036_2"	"hypothetical protein"
"EW024_RS07485"	"g010773"	"ABC transporter ATP-binding protein"
"EW024_RS07490"	"g006148"	"energy-coupling factor transporter transmembrane protein EcfT"
"EW024_RS07495"	"g006534"	"MptD family putative ECF transporter S component"
"EW024_RS07500"	"g010352"	"ABC transporter ATP-binding protein"
"EW024_RS07505"	"g010256"	"ABC transporter ATP-binding protein/permease"
"EW024_RS07510"	"g000537"	"ABC transporter ATP-binding protein"
"EW024_RS07515"	"g011399"	"iron ABC transporter permease"
"EW024_RS07520"	"g012092"	"heme ABC transporter substrate-binding protein IsdE"
"EW024_RS07525"	"g012138"	"heme-binding protein"
"EW024_RS07530"	"g011066"	"DUF1533 domain-containing protein"
"EW024_RS07535"	"g000462"	"CHAP domain-containing protein"
"EW024_RS07540"	"g004412"	"alanine racemase"
"EW024_RS07545"	"g007773"	"holo-ACP synthase"
"EW024_RS07550"	"g000026"	"preprotein translocase subunit SecA"
"EW024_RS07555"	"g014580"	"None"
"EW024_RS07565"	"g005414"	"mannose-6-phosphate isomerase%2C class I"
"EW024_RS07570"	"g012093"	"ROK family protein"
"EW024_RS07575"	"g002237"	"endo-beta-N-acetylglucosaminidase"
"EW024_RS07580"	"g010183"	"PTS beta-glucoside transporter subunit IIBCA"
"EW024_RS07585"	"g010677"	"glycoside hydrolase family 32 protein"
"EW024_RS07590"	"g011659"	"LacI family transcriptional regulator"
"EW024_RS07595"	"g007235"	"transcription antitermination factor NusB"
"EW024_RS07600"	"g007572"	"Asp23/Gls24 family envelope stress response protein"
"EW024_RS07605"	"g006708"	"elongation factor P"
"EW024_RS07610"	"g001468"	"ComE operon protein 2"
"EW024_RS07615"	"g010000"	"aminopeptidase P family protein"
"EW024_RS07620"	"g001041"	"excinuclease ABC subunit UvrA"
"EW024_RS07625"	"g011763"	"magnesium transporter CorA family protein"
"EW024_RS07630"	"g006258"	"DUF1129 domain-containing protein"
"EW024_RS07635"	"g001749"	"30S ribosomal protein S18"
"EW024_RS07640"	"g000102_1"	"single-stranded DNA-binding protein"
"EW024_RS07645"	"g003672"	"30S ribosomal protein S6"
"EW024_RS07650"	"g008204"	"hypothetical protein"
"EW024_RS07655"	"g009853"	"A/G-specific adenine glycosylase"
"EW024_RS07660"	"g001348"	"helix-turn-helix transcriptional regulator"
"EW024_RS07665"	"g000775"	"thioredoxin TrxA"
"EW024_RS07670"	"g006960"	"phosphatase PAP2 family protein"
"EW024_RS07675"	"g011233"	"endonuclease MutS2"
"EW024_RS07680"	"g002980"	"CvpA family protein"
"EW024_RS07685"	"g008103"	"hypothetical protein"
"EW024_RS07690"	"g012005"	"ribonuclease HIII"
"EW024_RS07695"	"g006535"	"signal peptidase I"
"EW024_RS07700"	"g005128"	"ATP-dependent RecD-like DNA helicase"
"EW024_RS07705"	"g003131"	"hypothetical protein"
"EW024_RS07710"	"g009930"	"DNA polymerase IV"
"EW024_RS07715"	"g011237"	"formate C-acetyltransferase"
"EW024_RS07720"	"g011733"	"serine hydrolase"
"EW024_RS07725"	"g012779"	"peptidase"
"EW024_RS07730"	"g012072"	"TSUP family transporter"
"EW024_RS07735"	"g011747"	"aquaporin family protein"
"EW024_RS07740"	"g014581"	"None"
"EW024_RS07750"	"g011024"	"MFS transporter"
"EW024_RS07755"	"g012940"	"Crp/Fnr family transcriptional regulator"
"EW024_RS07760"	"g010026"	"Xaa-Pro dipeptidyl-peptidase"
"EW024_RS07765"	"g008712"	"helix-turn-helix transcriptional regulator"
"EW024_RS07770"	"g007667"	"helix-turn-helix transcriptional regulator"
"EW024_RS07775"	"g008162"	"YbaB/EbfC family nucleoid-associated protein"
"EW024_RS07780"	"g000199"	"MerR family transcriptional regulator"
"EW024_RS07785"	"g002788"	"3'-5' exonuclease"
"EW024_RS07790"	"g006578"	"DUF536 domain-containing protein"
"EW024_RS07795"	"g004306"	"NAD(P)/FAD-dependent oxidoreductase"
"EW024_RS07800"	"g006198"	"deoxyribose-phosphate aldolase"
"EW024_RS07805"	"g009598"	"NupC/NupG family nucleoside CNT transporter"
"EW024_RS07810"	"g012637"	"uridine phosphorylase"
"EW024_RS07815"	"g012743"	"GntR family transcriptional regulator"
"EW024_RS07820"	"g000383"	"30S ribosomal protein S14"
"EW024_RS07825"	"g005238"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD"
"EW024_RS07830"	"g003318"	"ribosomal-protein-alanine N-acetyltransferase"
"EW024_RS07835"	"g013030"	"tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB"
"EW024_RS07840"	"g008636"	"DNA-dependent RNA polymerase auxiliary subunit epsilon family protein"
"EW024_RS07845"	"g004654"	"ribonuclease J"
"EW024_RS07850"	"g004973"	"type I glutamate--ammonia ligase"
"EW024_RS07855"	"g003459"	"MerR family transcriptional regulator"
"EW024_RS07860"	"g006746"	"aromatic acid exporter family protein"
"EW024_RS07865"	"g004268"	"phosphoglycerate kinase"
"EW024_RS07870"	"g005609"	"5'-nucleotidase%2C lipoprotein e(P4) family"
"EW024_RS07875"	"g012058"	"SPFH domain-containing protein"
"EW024_RS07880"	"g004674"	"DAK2 domain-containing protein"
"EW024_RS07885"	"g007711"	"Asp23/Gls24 family envelope stress response protein"
"EW024_RS07890"	"g004005"	"50S ribosomal protein L28"
"EW024_RS07895"	"g012107"	"fructose-bisphosphate aldolase"
"EW024_RS07905"	"g011871"	"alpha/beta hydrolase"
"EW024_RS07910"	"g009004"	"hypothetical protein"
"EW024_RS07915"	"g000986"	"CTP synthase (glutamine hydrolyzing)"
"EW024_RS07920"	"g006608"	"DNA-directed RNA polymerase subunit delta"
"EW024_RS07925"	"g009326"	"trigger factor"
"EW024_RS07930"	"g012290"	"mechanosensitive ion channel family protein"
"EW024_RS07935"	"g006709"	"TIGR01440 family protein"
"EW024_RS07940"	"g007132"	"membrane protein"
"EW024_RS07945"	"g012712"	"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"
"EW024_RS07950"	"g012795"	"tRNA pseudouridine(38-40) synthase TruA"
"EW024_RS07955"	"g006744"	"sigma-70 family RNA polymerase sigma factor"
"EW024_RS07990"	"g010001"	"glycerate kinase"
"EW024_RS07995"	"g011125"	"type I restriction endonuclease subunit R"
"EW024_RS08000"	"g000897"	"restriction endonuclease subunit S"
"EW024_RS08005"	"g010440"	"type I restriction-modification system subunit M"
"EW024_RS08015"	"g006479"	"response regulator transcription factor"
"EW024_RS08020"	"g002114"	"ATP-binding protein"
"EW024_RS08025"	"g002046"	"FtsX-like permease family protein"
"EW024_RS08030"	"g001181"	"ABC transporter ATP-binding protein"
"EW024_RS08035"	"g010071"	"peptidase domain-containing ABC transporter"
"EW024_RS08040"	"g000988"	"DUF4135 domain-containing protein"
"EW024_RS08045"	"g009227"	"type A2 lantipeptide"
"EW024_RS08050"	"g004879"	"6-phospho-beta-galactosidase"
"EW024_RS08055"	"g004650"	"PTS lactose EIICB component"
"EW024_RS08060"	"g003604"	"PTS lactose/cellobiose transporter subunit IIA"
"EW024_RS08065"	"g002337"	"tagatose-bisphosphate aldolase"
"EW024_RS08070"	"g002382"	"tagatose-6-phosphate kinase"
"EW024_RS08075"	"g000657_2"	"galactose-6-phosphate isomerase subunit LacB"
